100.0	0.0	true
98.07852804032305	19.509032201612825	true
92.38795325112868	38.268343236508976	true
83.14696123025452	55.557023301960214	true
70.71067811865476	70.71067811865474	true
33.40893189596495	50.0	false
38.26834323650898	92.38795325112868	true
19.509032201612833	98.07852804032305	true
6.123233995736766E-15	100.0	true
-19.50903220161282	98.07852804032305	true
-24.852813742385703	60.0	false
-55.55702330196019	83.14696123025453	true
-70.71067811865474	70.71067811865476	true
-83.14696123025453	55.557023301960214	true
-92.38795325112868	38.26834323650899	true
-98.07852804032305	19.50903220161286	true
-100.0	1.2246467991473532E-14	true
